awards[0].contractPeriod.endDate	awards[0].contractPeriod.startDate	awards[0].description	awards[0].id	awards[0].status	awards[0].suppliers[0].id	awards[0].suppliers[0].name	awards[0].title	awards[0].value.amount	awards[0].value.currency	contracts[0].awardID	contracts[0].description	contracts[0].id	contracts[0].implementation.transactions[0].date	contracts[0].implementation.transactions[0].id	contracts[0].implementation.transactions[0].payee.id	contracts[0].implementation.transactions[0].payee.name	contracts[0].implementation.transactions[0].payer.id	contracts[0].implementation.transactions[0].payer.name	contracts[0].implementation.transactions[0].value.amount	contracts[0].implementation.transactions[0].value.currency	contracts[0].period.endDate	contracts[0].period.startDate	contracts[0].status	contracts[0].title	contracts[0].value.amount	date	id	initiationType	planning.documents[0].dateModified	planning.documents[0].datePublished	planning.documents[0].description	planning.documents[0].documentType	planning.documents[0].title	planning.documents[0].url	planning.documents[1].format	tag[0]	tender.additionalProcurementCategories[0]	tender.awardCriteria	tender.awardCriteriaDetails	tender.description	tender.documents[0].dateModified	tender.documents[0].datePublished	tender.documents[0].description	tender.documents[0].documentType	tender.documents[0].format	tender.documents[0].title	tender.documents[0].url	tender.enquiryPeriod.endDate	tender.enquiryPeriod.startDate	tender.id	tender.mainProcurementCategory	tender.minValue.amount	tender.minValue.currency	tender.procurementMethod	tender.procurementMethodDetails	tender.procurementMethodRationale	tender.procuringEntity.id	tender.procuringEntity.name	tender.status	tender.title	tender.value.amount	tender.value.currency	state	latitud	longitud	coordenada
2023-03-16T00:00:00-06:00	2023-03-16T00:00:00-06:00	SUMINISTRO DE MATERIAL DE PAPELERIA, UTILES DE ESCRITORIO Y DE OFICINA, NECESARIOS PARA GARANTIZAR EL DESARROLLO DE LAS LABORES ADMINISTRATIVAS 2023	LPLSCC-03/2023-1	active	MX-RFC-GUEJ850424SL6	JOSUE DAVID GUERRERO ESCAMILLA	    ADQUISICIÓN DE MATERIALES, UTILES Y EQUIPOS MENORES DE OFICINA PARA EL INSTITUTO DE TRANSPARENCIA, INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS	16247.42	MXN	LPLSCC-03/2023-2	El objeto del presente contrato lo constituye el servicio de adquisición de materiales, útiles y Equipos Menores de Oficina para el Instituto de Transparencia, Información Pública y Protección de Datos Personales del Estado de Jalisco. 	C.P.S 028/2023	2023-07-12T13:07:00-05:00	transaction-cad7a0e8-5dc8-4753-a6ed-bbd73ff5264a	MX-RFC-TES900403QX0	TLAQUEPAQUE ESCOLAR SA DE CV	MX-RFC-ITI050327CB3	ITEI	195350.13	MXN	2023-11-16T00:00:00-06:00	2023-03-21T00:00:00-06:00	active	   CONTRATO DE PRESTACIÓN DE SERVICIO DE MATERIALES ÚTILES Y EQUIPOS MENORES DE OFICINA.	196195.8	2024-02-22T13:28:26-06:00	ocds-ohhjgy-LPLSCC-03-2023.v341.planning	tender	2023-01-31T10:13:24-06:00	2023-01-31T10:10:54-06:00	Insumos para Papeleria Anual 2023	marketStudies	Estudio de Mercado	https://www.itei.org.mx/v4/transparencia/fraccion/art8-5p		awardUpdate	goodsAcquisition	bestValueToGovernment	 Se realizaron los criterios de Costo-beneficio debido a que se determino adjudicar por renglón a cada uno de los licitantes de acuerdo al costo más bajo dependiendo del producto.	SUMINISTRO DE MATERIAL DE PAPELERIA, UTILES DE ESCRITORIO Y DE OFICINA, NECESARIOS PARA GARANTIZAR EL DESARROLLO DE LAS LABORES ADMINISTRATIVAS 2023	2023-02-27T04:34:37-06:00	2023-01-31T04:31:26-06:00	SUMINISTRO DE MATERIAL DE PAPELERIA, UTILES DE ESCRITORIO Y DE OFICINA, NECESARIOS PARA GARANTIZAR EL DESARROLLO DE LAS LABORES ADMINISTRATIVAS 2023	tenderNotice	PDF	ADQUISICIÓN DE MATERIALES, UTILES Y EQUIPOS MENORES DE OFICINA PARA EL INSTITUTO DE TRANSPARENCIA, INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES DEL ESTADO DE JALISCO	https://www.itei.org.mx/v4/transparencia/fraccion/art8-5p	2023-11-20T12:50:00-06:00	2023-02-20T12:30:00-06:00	LPLSCC-03/2023	goods	0.0	MXN	open	Licitación pública	Debido a que se rebasan los $50,000 MXN de acuerdo a nuestro reglamento de adquisiciones, se debe realizar procedimiento de Licitaciones	MX-RFC-ITI050327CB3	ITEI	complete	ADQUISICIÓN DE MATERIALES, UTILES Y EQUIPOS MENORES DE OFICINA PARA EL INSTITUTO DE TRANSPARENCIA, INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS	217680.0	MXN	Jalisco	20.659698	-103.349609	(20.659698, -103.349609)
		Licitación Pública Estatal N° CADPE-EM-LPE-130/2019-2a.(LPE-111/2019) Bienes Informáticos. Acta de notificación del Fallo de Adjudicación e información de la evaluación y dictamen correspondiente.	16	active	MVA991029SE0	Multisistemas Valcer, S.A. de C.V.	Adjudicación N° CADPE-EM-LPE-130/2019-2a.(LPE-111/2019)	505975.0	MXN	16	Bines Informáticos.  PARTIDAS 1, 2, Y 3	17											active	CONTRATO NÚM. CADPE-EM-LPE-130/2019-2DA. (LPE-111/2019)-1	505975.0	2023-09-25T18:02:28Z	SESEA-15-2023-09-25	tender								planning	goods	qualityOnly	Los interesados podrán revisar las bases previamente al pago, en el domicilio del Comité de Adquisiciones del Poder Ejecutivo los días 07, 08 y 11 de noviembre de 2019, en horario de 09:00 a 14:00 horas.	Bienes informáticos.								2019-11-14T18:15:19Z	2019-11-14T18:15:19Z	15	goods	505975.0	MXN	selective	Todos los proveedores interesados, registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.	Abierta – Para los proveedores registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.			complete	Licitación NÚM. CADPE-EM-LPE-130/2019-2ª. (LPE-111/2019)	505975.0	MXN	Michoacan			
2021-12-31T06:00:00Z	2019-12-31T06:00:00Z	Licitación Pública Estatal N° CADPE-EM-LPE-140/2019. Servicios de Informática. Acta de notificación del Fallo de Adjudicación e información de la evaluación y dictamen correspondiente.	11	active			N° CADPE-EM-LPE-140	1461333.0	MXN	11	Prestación del Servicio de Sistema de Servidores Públicos y Particulares Sancionados.	9											active	CONTRATO NÚM. CADPE-EM-LPE-140/2019-1	1461333.0	2023-08-14T17:16:47Z	SESEA-12-2023-08-14	tender			Justificación  de  cubrir la necesidad de dotar a la PDN de mecanismos que le permitan interconectarse con los diversos sistemas de gobierno para consultar la información que resulte necesaria.	Plan de Proyecto	Justificación  N° CADPE-EM-LPE-140	http://sistemaanticorrupcion.michoacan.gob.mx/public/documentos/SESEA-12-2023-08-14/planeacion/planeacion140.pdf		planningUpdate	services	ratedCriteria	Reúna las condiciones legales, técnicas y económicas requeridas y que cumpla con los requisitos solicitados conforme a lo dispuesto por la Ley de Adquisiciones, Arrendamientos y Prestación de Servicios, relacionados con Bienes Muebles e Inmuebles (SIC) de	Prestación del Servicio de Sistema de Servidores Públicos y Particulares Sancionados.		2019-12-13T14:54:58Z	Convocatoria a las personas físicas y morales interesadas en participar con su oferta en la presente Licitación Pública Estatal.	Aviso de Licitación	pdf	convocatoria N° CADPE-EM-LPE-140	http://sistemaanticorrupcion.michoacan.gob.mx/public/documentos/SESEA-12-2023-08-14/licitacion/CONVOCATORIA-166.pdf	2019-12-17T06:00:00Z	2019-12-13T06:00:00Z	12	services	1461333.0	MXN	open	Todos los proveedores interesados, registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.	Invitación Restringida a cuando menos Tres Proveedores Estatal.			complete	N° CADPE-EM-LPE-140	1461333.0	MXN	Michoacan			
2019-12-27T19:37:53Z	2019-12-27T19:37:53Z	Los integrantes del Pleno del Comité de Adquisiciones del Poder Ejecutivo, por unanimidad de votos, autorizan a la solicitante la contratación por Adjudicación Directa para adquirir 2 impresoras láser, con la proveedora “Guadalupe Hernández Jiménez”, por un monto  total de $29,074.01 (VEINTINUEVE MIL SETENTA Y CUATRO PESOS, 01/100 M.N.), tomando en consideración que se trata de recursos derivados de una economía de la Licitación Pública número CADPE-EM-LPE-111/2019, así como que el costo de los bienes no justifica la celebración de otro Licitación Pública”	19	active	AHU821206B38	Automotores La Huerta, S.A. de C.V.	Adjudicación NÚM. 148-19-10EXTRAORD-4SA-CADPE-1	29074.01	MXN	19	Dos impresoras láser.	20											terminated	CONTRATO NÚM. 148-19-10EXTRAORD-4SA-CADPE-1	29074.01	2023-09-25T19:17:42Z	SESEA-18-2023-09-25	tender								planning	goods	ratedCriteria	autorizado por el comité de adquisiciones del Poder Ejecutivo	Adjudicación Directa de 2 impresoras láser.								2019-12-16T19:34:17Z	2019-12-03T19:34:17Z	18	goods	29074.01	MXN	direct	Todos los proveedores interesados, registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.	Solo 3 candidatos por el Comité de Adquisiciones del Poder Ejecutivo			complete	Licitación NÚM. 148-19-10EXTRAORD-4SA-CADPE-1	29074.01	MXN	Michoacan			
		Licitación Pública Estatal N° CADPE-EM-LPE-110/2019. Mobiliario. Acta de notificación del Fallo de Adjudicación e información de la evaluación y dictamen correspondiente.	12	active	IJA790503F39	Industrias Jafher, S.A. de C.V.	Adjudicación N° CADPE-EM-LPE-110/2019	220041.0	MXN	12	Mobiliario.  PARTIDAS 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 17, 19 Y 21	11											terminated	CONTRATO NÚM. CADPE-EM-LPE-110/2019-1	220041.0	2023-08-28T20:33:11Z	SESEA-13-2023-08-28	tender								planning	goods	qualityOnly	En la evaluación de las proposiciones, se verificará que las mismas contengan de manera correcta la información, documentos y requisitos solicitados en las bases.	Adquisición de Mobiliario.		2023-09-27T17:19:28Z	Convocatoria para personas físicas y morales interesadas en participar con su oferta en la LICITACIÓN 110-2019 Y 126-2019	Aviso de Audiencia Pública	pdf	CONVOCATORIA-151	http://sistemaanticorrupcion.michoacan.gob.mx/public/documentos/SESEA-13-2023-08-28/licitacion/CONVOCATORIA-151.pdf	2019-11-15T20:16:08Z	2019-11-15T20:16:08Z	13	goods	610000.0	MXN	open	Todos los proveedores interesados, registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.	Invitación Restringida a cuando menos Tres Proveedores Estatal			complete	Licitación N° CADPE-EM-LPE-110/2019-1	610000.0	MXN	Michoacan			
		Licitación Pública Estatal N° CADPE-EM-LPE-111/2019. Bienes Informáticos. Acta de notificación del Fallo de Adjudicación e información de la evaluación y dictamen correspondiente.	13	active	OND010710JB0	Ondacell, S.A. de C.V.	Adjudicación N° CADPE-EM-LPE-111/2019	393470.0	MXN	13	Bines Informáticos.  AMPLIACIÓN A LA PARTIDA 5	14											terminated	CONTRATO NÚM. CADPE-EM-LPE-111/2019-AMP-1	3433.0	2023-09-25T16:10:29Z	SESEA-14-2023-09-25	tender		2019-11-07T19:01:32Z	Convocatoria a las personas físicas y morales interesadas en participar con su oferta en la licitación  N° CADPE-EM-LPE-111/2019	Aviso de Audiencia Pública	convocatoria N° CADPE-EM-LPE-111/2019	http://sistemaanticorrupcion.michoacan.gob.mx/public/documentos/SESEA-14-2023-09-25/planeacion/CONVOCATORIA-151.pdf		planning	goods	priceOnly		Bienes informáticos.		2021-11-21T19:04:24Z	Acta de presentación y apertura  de propuestas técnicas y económicas de LICITACIÓN 111-2019	Aviso de contratación planificada	pdf	Acta de presentación y apertura  de propuestas técnicas y económicas.	http://sistemaanticorrupcion.michoacan.gob.mx/public/documentos/SESEA-14-2023-09-25/licitacion/APERTURA_DE_PROPUESTAS-151.pdf	2019-11-14T16:27:49Z	2019-11-14T16:27:49Z	14	goods	905741.0	MXN	selective	Licitación Pública Estatal.	Abierta – Para los proveedores registrados en el Padrón de Proveedores de la Administración			complete	Licitación N° CADPE-EM-LPE-111/2019	905741.0	MXN	Michoacan			
		Se declaró desierta la licitación N° CADPE-EM-LPE-143/2019	17	active	AHU821206B38	Automotores La Huerta, S.A. de C.V.	Adjudicación N° CADPE-EM-LPE-143/2019	320990.0	MXN	17	Un Vehículo, Modelo 2020 de 4 cilindros (Jetta A7, Trendline Std, 4 puertas)	18											terminated	CONTRATO N° 147-19-10EXTRAORD-3SA-CADPE-1	320990.0	2023-09-25T18:37:17Z	SESEA-16-2023-09-25	tender								planning	goods	qualityOnly	En la evaluación de las proposiciones, se verificará que las mismas contengan de manera correcta la información, documentos y requisitos solicitados en las bases.	Adquisición de Un Vehículo, Modelo 2020 de 4 cilindros.								2019-12-20T18:40:56Z	2019-12-20T18:40:56Z	16	goods	350000.0	MXN	open	Abierta – Para los proveedores registrados en el Padrón de Proveedores de la Administración Pública Estatal y que cuenten con la clave de suministro actualizada al 2019.	Invitación Restringida a cuando menos Tres Proveedores.			complete	Licitación N° CADPE-EM-LPE-143/2019	350000.0	MXN	Michoacan			
2023-08-08T00:00:00-05:00	2022-07-04T00:00:00-05:00	Se adjudica el contrato al proveedor que presentó la mejor propuesta economica y tecnica	SAEM-IaaS	active	MX-RFC-Proveedor	Hugo Nicanor Gonzalez Montiel	    Contratacion de Infrestructura de procesamiento de computo en la nube	149918.0	MXN	SAEM-IaaS	generar el arrendamiento de infraestructura de procesamiento de cómputo como servicio Oracle	SAEM-IaaS									2023-08-08T00:00:00-05:00	2022-08-08T00:00:00-05:00	active	 Contrato referente al servicio de de Oracle Cloud PUF	149918.0	2024-09-02T17:41:23-05:00	ocds-hh5rsz-SAEM-IaaS.v55.award	tender	2022-03-03T12:00:00-06:00	2022-03-03T12:00:00-06:00	Derivado de la aprobación del plan de trabajo para la implementación de la Plataforma Digital del Estado de Morelos en la primer sesión ordinaria del 2022 se presenta el plan de proyecto que implica la contratación de Infraestructura de servidores de tipo virtual	marketStudies	Implementacion de la Plataforma Digital del Estado de Morelos	https://www.saem.gob.mx/actas/2022/extraordinarias/1a%20Extraordinaria%202022.pdf	pdf	award	goodsLease	bestValueToGovernment	costo y cumplimiento cabal de los requerimientos técnicos solicitados	Contratar servicios de infraestructura de cómputo para soportar la implementación de los aplicativos delineados en el artículo 49 de la Ley General del Sistema Nacional Anticorrupción para  el Sistema Anticorrupción del Estado de Morelos y los que determine el Comité Coordinador.	2022-07-04T04:40:20-05:00	2022-07-04T04:37:05-05:00	Documento de proyecto y estudio de mercado	technicalSpecifications	pdf	Documento de proyecto y estudio de mercado	https://drive.google.com/file/d/1n0YYpQN7NceHJp-uPFUCichssA2KOhvF/view?usp=sharing	2022-06-15T13:57:25-05:00	2022-05-16T13:57:25-05:00	SAEM-IaaS	goods	120000.0	MXN	selective	Invitación a cuando menos tres personas	Derivado de los montos y análisis del estudio de mercado realizado	MX-RFC-Titular de area	Unidad de Servicios Tecnológicos 	complete	Infraestructura como servicio.	170000.0	MXN	Morelos	18.681304	-99.101349	(18.681304, -99.101349)
2020-07-10T11:12:00Z	2020-12-31T01:02:00Z	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL   SISTEMA ESTATAL ANTICORRUPCIÓN	12	active	MX-RFC-GFD190307TYA	GFDSYSTEMS, S.A. DE C.V.	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN	117102.0	MXN	12		7											terminated	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN	117102.0	2023-09-08T10:23:54-07:00	ocds-mfttq3-SUM-SESEAP-DAF.v1.tender	tender	2023-05-16T13:41:34-07:00	2023-05-16T11:10:51-07:00	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA EL BUEN DESEMPEÑO DE LAS OPERACIONES EN LAS DISTINTAS DIRECCIONES DE LA SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN PUEBLA	request	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCIÓN PUEBLA	https://seseap.puebla.gob.mx/		tender	services	bestValueToGovernment	Sin detalles para el criterio de evaluación de proporciones	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL   SISTEMA ESTATAL ANTICORRUPCIÓN								2023-07-05T11:13:56-07:00	2023-06-27T11:13:56-07:00	SUM-SESEAP-DAF	services	117102.0	MXN	limited	Invitación a cuando menos tres personas	Por el mejor precio			planned	CONTRATO PARA LA ADQUISICIÓN  DE LICENCIAS INFORMÁTICAS PARA LA SECRETARÍA EJECUTIVA DEL   SISTEMA ESTATAL ANTICORRUPCIÓN	117102.0	MXN	Puebla	19.041296	-98.2062	(19.041296, -98.2062)
2022-12-31T00:00:00-05:00	2022-08-10T00:00:00-05:00	Elaboración de una Política de Justicia Abierta para el Estado de Quintana Roo, con la finalidad de reestructurar la relación que existe entre el gobierno y la ciudadanía, favoreciendo así a la transparencia, mejorando la participación de la ciudadanía y la colaboración con los entes públicos.	PADPE/01/2022	active	MX-RFC-Propuesta 3	Dr. Fernando Nieto Morales	Elaboración de la Política de Justicia Abierta	1141633.33	MXN	PADPE/01/2022	Prestar el servicio de elaboración del documento que contenga la Política de Justicia Abierta, conforme a las especificaciones y alcances que se establecen en el contrato y en los términos de referencia.	SESAEQROO/PADPE/01/2022	2022-12-01T02:49:44-05:00	transaction-4ffbaf7a-0555-4d7b-8132-68eb8fec59b1	MX-RFC-Propuesta 3	Dr. Fernando Nieto Morales	MX-RFC-SES170719V79	Dirección de Administración y Finanzas	228326.66	MXN	2022-12-31T00:00:00-05:00	2022-08-10T00:00:00-05:00	active	 Contrato de prestación de servicios profesionales para la Política de Justicia Abierta.	1141633.33	2023-02-08T10:55:10-05:00	ocds-ukyxzh-PADPE-01-2022.v50.tender	tender								tender	services	bestValueToGovernment	Documentación, Perfil del prestador del servicio, Oferta técnica y Oferta económica.	Elaboración de una Política de Justicia Abierta para el Estado de Quintana Roo, con la finalidad de reestructurar la relación que existe entre el gobierno y la ciudadanía, favoreciendo así a la transparencia, mejorando la participación de la ciudadanía y la colaboración con los entes públicos.								2022-07-29T17:14:25-05:00	2022-07-21T17:14:05-05:00	PADPE/01/2022	services	244000.0	MXN	direct	Adjudicación directa	Se aprobó por unanimidad de votos de los y las integrantes del comité de adquisiciones de la SESAEQROO, el procedimiento de adjudicación directa por excepción del Artículo 33 fracción I de la Ley de Adquisiciones, Arrendamiento y Prestación de Servicios relacionados con Bienes muebles de la Secretaria Ejecutiva del Sistema Anticorrupción del Estado de Quintana Roo.			complete	Contratación para la elaboración de la Política de Justica Abierta	1300000.0	MXN	Quintana Roo	19.181739	-88.479137	(19.181739, -88.479137)
2022-12-14T00:00:00-06:00	2022-12-14T00:00:00-06:00		Marco	active	MX-RFC-HEAM821021FK0	Marco Gonzalo Hernández Aburto		9860.0	MXN	Marco		SESEAVER/SE/DA/RMySG/405/2022	2022-12-14T13:43:52-06:00	transaction-4865de66-397d-46ef-9346-aeb2c47b859c	MX-RFC-HEAM821021FK0	Marco Gonzalo Hernández Aburto	MX-RFC-SES171122F80	SESEA	9860.0	MXN	2022-12-01T00:00:00-06:00	2022-11-03T00:00:00-06:00	terminated	 Solicitud de pago RM 181	9860.0	2023-03-07T10:32:18-06:00	ocds-qdg43v-RM-181.v34.implementation	tender		2022-12-14T12:12:27-06:00	Orden de pago a favor de Marco Gonzalo Hernández Aburto por concepto de servicio de impresión así mismo se anexa al presente orden de pago para efectuar la transferencia correspondiente.	request	SESEAVER/SE/DA/RMISG/405/2022	http://192.168.1.202:3000/main/27#		implementationUpdate	goodsAcquisition	priceOnly		La adquisición fue requerida para las funciones de la semana anticorrupción.								2022-11-07T13:19:33-06:00	2022-11-03T13:19:29-06:00	RM/181	goods	10000.0	MXN	selective	Invitación a cuando menos tres personas		MX-RFC-SES171122F80	SESEA	complete	SESEAVER/SE/DA/RMISG/405/2022	10000.0	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-12-16T00:00:00-06:00	2022-12-16T00:00:00-06:00	Orden de pago a favor de comercializadora Gedulah S.A. de C.V. por el concepto de servicio de impresión	SESEAVER/SE/DA/RMySG/409/2022	active	MX-RFC-CGE16072771A	comercializadora gadulah 	 Servicio de impresión 	46367.52	MXN	SESEAVER/SE/DA/RMySG/409/2022	Solicitud de servicio de impresiones para la semana anticorrupción con comercializadora Gedulah 	SESEAVER/SE/DA/RMySG/409/2022	2023-02-22T16:49:30-06:00	transaction-fffa8404-9506-4cfb-a7a0-8780e219fba5	MX-RFC-CGE16072771A	comercializadora gadulah 	MX-RFC-SES171122F80	SESEA	46367.0	MXN	2022-12-16T00:00:00-06:00	2022-12-16T00:00:00-06:00	terminated	 Servicio de impresión 	46367.52	2023-03-07T10:30:05-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-409-2022.v28.implementation	tender								implementationUpdate	services	priceOnly		La adquisición fue requerida para las funciones de la semana anticorrupción.								2022-11-30T16:35:13-06:00	2022-11-14T16:35:04-06:00	SESEAVER/SE/DA/RMySG/409/2022	services	47000.0	MXN	selective	Invitación a cuando menos tres personas		MX-RFC-SES171122F80	SESEA	complete	Servicio de impresión	47000.0	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-11-29T00:00:00-06:00	2022-11-29T00:00:00-06:00	Compra de material de limpieza.	SESEAVER/SE/DA/RMySG/360/2022	active	MX-RFC-CGA12012PL5	Comercializadora Gagama S.A. de C.V.	 Material de limpieza	7084.12	MXN	SESEAVER/SE/DA/RMySG/360/2022	Compra de material de limpieza.	SESEAVER/SE/DA/RMySG/360/2022	2022-11-29T16:59:16-06:00	transaction-90479e6e-09ad-492f-a6e8-b2ae1af7ef1f	MX-RFC-CGA12012PL5	Comercializadora Gagama S.A. de C.V.	MX-RFC-SES171122F80	SEA	7084.12	MXN	2022-11-29T00:00:00-06:00	2022-11-09T00:00:00-06:00	terminated	 RM164	7084.12	2023-03-07T10:36:18-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-360-2022.v20.implementation	tender								implementationUpdate	goodsAcquisition	priceOnly		Material de limpieza.								2022-11-18T16:50:13-06:00	2022-11-09T16:50:08-06:00	SESEAVER/SE/DA/RMySG/360/2022	goods	7084.12	MXN	selective	Invitación a cuando menos tres personas		MX-RFC-SES171122F80	SEA	complete	Compra de material de limpieza.	7100.0	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-12-15T00:00:00-06:00	2022-12-15T00:00:00-06:00	Material de papelería.	SESEAVER/SE/DA/RMySG/408/2022	active	MX-RFC-OFI920113KZ8	Ofix	 Material de papelería.	10613.41	MXN	SESEAVER/SE/DA/RMySG/408/2022	Material de papelería.	SESEAVER/SE/DA/RMySG/408/2022	2022-12-16T11:43:49-06:00	transaction-6346bd18-c486-4ccc-8e80-1144e20af877	MX-RFC-OFI920113KZ8	Ofix	MX-RFC-SES171122F80	SESEA	10618.41	MXN	2022-12-15T00:00:00-06:00	2022-12-15T00:00:00-06:00	terminated	 Material de papelería.	10618.41	2023-03-07T10:48:46-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-408-2022.v16.implementation	tender								implementationUpdate	goodsAcquisition	priceOnly		Material de papelería.								2022-12-01T11:40:03-06:00	2022-11-28T11:39:40-06:00	SESEAVER/SE/DA/RMySG/408/2022	goods	10318.41	MXN	direct	Adjudicación directa		MX-RFC-SES171122F80	SESEA	complete	Material de papelería.	10318.41	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-12-16T00:00:00-06:00	2022-12-16T00:00:00-06:00	Compra de bienes informáticos.	SESEAVER/SE/DA/RMySG/414/2022	active	MX-RFC-HEAM821021FK0	JEGA 	 Compra de bienes informáticos.	59808.18	MXN	SESEAVER/SE/DA/RMySG/414/2022	 Compra de bienes informáticos.	SESEAVER/SE/DA/RMySG/414/2022	2022-12-16T17:31:44-06:00	transaction-093cfd42-b294-401e-8563-d8cf826be32f	MX-RFC-HEAM821021FK0	JEGA 	MX-RFC-SES171122F80	SEA	59808.18	MXN	2022-12-16T00:00:00-06:00	2022-12-16T00:00:00-06:00	terminated	 Compra de bienes informáticos.	59808.18	2023-03-07T10:39:27-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-414-2022.v27.implementation	tender								implementation	goodsAcquisition	priceOnly		Compra de bienes informáticos. 								2022-11-11T17:27:25-06:00	2022-11-07T17:27:21-06:00	SESEAVER/SE/DA/RMySG/414/2022	goods	59808.18	MXN	selective	Invitación a cuando menos tres personas		MX-RFC-SES171122F80	SEA	complete	Compra de bienes informáticos.	59808.18	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-11-17T00:00:00-06:00	2022-11-17T00:00:00-06:00	Compra de material eléctrico y electrónico. 	SESEAVER/SE/DA/RMySG/341/2022	active	MX-RFC-AIML750424DI8	Avila construcciones 	 Compra de material eléctrico y electrónico. 	11830.84	MXN	SESEAVER/SE/DA/RMySG/341/2022	Compra de material eléctrico y electrónico. 	SESEAVER/SE/DA/RMySG/341/2022	2022-11-17T12:20:19-06:00	transaction-e1e96959-80fb-4cc5-955f-e2f50d24e493	MX-RFC-AIML750424DI8	Avila construcciones 	MX-RFC-SES171122F80	SESEA	11830.84	MXN	2022-11-17T00:00:00-06:00	2022-11-17T00:00:00-06:00	terminated	 Compra de material eléctrico y electrónico. 	11830.84	2023-03-07T10:49:32-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-341-2022.v14.implementation	tender								implementationUpdate	goodsAcquisition	priceOnly		Compra de material eléctrico y electrónico. 								2022-11-11T12:12:03-06:00	2022-11-11T12:11:58-06:00	SESEAVER/SE/DA/RMySG/341/2022	goods	11830.84	MXN	direct	Adjudicación directa		MX-RFC-SES171122F80	SESEA	complete	Compra de material eléctrico y electrónico. 	11830.84	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
2022-12-08T00:00:00-06:00	2022-12-08T00:00:00-06:00	Suministro de 2 banderas institucionales con asta.	SESEAVER/SE/DA/RMySG/382/2022	active	MX-RFC-SMA111027IL8	Comercializadora mazcove S.A. de C.V.	Suministro de banderas institucionales.	15576.0	MXN	SESEAVER/SE/DA/RMySG/382/2022		SESEAVER/SE/DA/RMySG/382/2022	2022-12-08T10:00:21-06:00	transaction-d94cff35-a1f3-4963-8744-54852d646c48	MX-RFC-SMA111027IL8	Comercializadora mazcove S.A. de C.V.	MX-RFC-SES171122F80	SESEA	15576.0	MXN	2022-12-08T00:00:00-06:00	2022-12-08T00:00:00-06:00	terminated	 Suministro de banderas institucionales.	15576.0	2023-03-07T10:47:55-06:00	ocds-qdg43v-SESEAVER-SE-DA-RMySG-382-2022.v21.implementation	tender								implementationUpdate	goodsAcquisition	priceOnly		Suministro de banderas institucionales.								2022-12-08T09:52:12-06:00	2022-12-08T09:52:09-06:00	SESEAVER/SE/DA/RMySG/382/2022	goods	15576.0	MXN	selective	Invitación a cuando menos tres personas		MX-RFC-SES171122F80	SESEA	complete	Banderas	15576.0	MXN	Veracruz	19.173773	-96.134224	(19.173773, -96.134224)
